age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
27,white-collar,single,secondary,no,376,yes,yes,cellular,5,first half,273,1,-1,0,no
27,blue-collar,single,secondary,no,23,no,no,cellular,26,first half,590,2,-1,0,no
33,white-collar,married,secondary,no,353,yes,no,cellular,19,second half,107,2,-1,0,no
33,white-collar,divorced,tertiary,no,0,no,no,cellular,13,second half,305,2,-1,0,no
41,white-collar,married,secondary,no,353,no,no,cellular,19,second half,90,2,-1,0,no
38,white-collar,single,tertiary,no,2273,yes,no,cellular,17,first half,222,1,-1,0,no
30,white-collar,married,tertiary,no,0,yes,no,cellular,9,second half,127,1,-1,0,no
58,other,married,tertiary,no,744,no,no,telephone,28,first half,38,1,-1,0,no
37,white-collar,single,secondary,no,608,no,no,cellular,14,first half,380,3,-1,0,no
36,white-collar,divorced,secondary,no,356,yes,no,cellular,7,first half,244,3,313,1,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,second half,189,17,-1,0,no
53,blue-collar,married,primary,no,306,no,no,cellular,28,second half,388,3,181,1,yes
32,white-collar,single,secondary,no,493,no,no,cellular,13,second half,289,2,-1,0,no
32,white-collar,married,tertiary,no,71,yes,no,cellular,21,second half,221,8,-1,0,no
38,white-collar,married,tertiary,no,669,yes,yes,cellular,31,second half,129,2,-1,0,no
47,blue-collar,married,primary,no,556,yes,no,cellular,4,first half,147,2,264,4,no
45,white-collar,single,secondary,no,-11,yes,no,cellular,5,first half,247,1,-1,0,no
32,white-collar,married,tertiary,no,4761,yes,no,cellular,5,first half,159,2,350,2,no
66,white-collar,married,tertiary,no,1048,yes,no,cellular,23,first half,971,2,-1,0,no
36,white-collar,single,secondary,no,1281,no,no,telephone,24,second half,119,2,-1,0,no
32,white-collar,single,tertiary,no,569,no,yes,cellular,29,first half,348,1,-1,0,no
40,white-collar,married,secondary,no,168,yes,no,cellular,7,first half,249,2,169,1,no
33,white-collar,married,tertiary,no,263,no,no,cellular,4,first half,119,2,-1,0,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,first half,177,1,-1,0,no
32,white-collar,single,secondary,no,0,no,no,cellular,18,second half,594,4,-1,0,yes
34,other,single,tertiary,no,415,no,no,cellular,12,second half,123,1,-1,0,no
34,white-collar,single,primary,no,0,yes,yes,cellular,6,first half,172,4,-1,0,no
42,blue-collar,single,primary,no,1322,yes,yes,cellular,8,second half,178,1,-1,0,no
31,white-collar,married,secondary,no,1062,yes,yes,cellular,6,first half,230,1,-1,0,no
38,other,married,secondary,no,-278,yes,no,cellular,28,second half,143,2,-1,0,no
37,white-collar,single,secondary,no,2442,no,no,cellular,16,first half,91,3,-1,0,yes
58,other,married,tertiary,no,1798,yes,no,cellular,5,first half,19,8,-1,0,no
43,white-collar,married,secondary,no,132,no,no,cellular,19,second half,574,1,84,3,yes
36,white-collar,single,tertiary,no,260,yes,no,cellular,7,first half,49,1,-1,0,no
34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,first half,171,2,193,2,no
31,white-collar,single,tertiary,no,3283,no,no,cellular,2,first half,258,1,73,1,yes
54,white-collar,married,tertiary,no,2960,yes,no,cellular,20,second half,83,1,-1,0,no
29,other,single,secondary,no,486,no,no,telephone,30,first half,95,1,-1,0,no
40,other,divorced,secondary,no,507,yes,no,cellular,2,first half,134,1,266,7,no
35,white-collar,single,tertiary,no,5958,yes,no,cellular,22,first half,215,1,-1,0,yes
25,other,single,secondary,no,304,no,no,cellular,26,first half,226,2,-1,0,yes
32,blue-collar,single,secondary,no,118,yes,no,cellular,17,second half,1275,1,-1,0,yes
38,white-collar,married,tertiary,no,76,yes,no,cellular,7,second half,196,3,-1,0,no
46,white-collar,married,secondary,no,70,yes,no,cellular,27,first half,229,2,-1,0,yes
32,white-collar,single,tertiary,no,2185,no,no,cellular,20,second half,354,2,-1,0,no
29,blue-collar,single,secondary,no,309,yes,no,cellular,11,first half,471,3,-1,0,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,first half,90,2,232,1,no
35,white-collar,single,tertiary,no,62,no,yes,cellular,30,first half,67,1,-1,0,no
48,white-collar,married,secondary,no,4415,yes,no,cellular,8,first half,1032,3,141,7,yes
60,other,married,secondary,no,262,no,no,cellular,18,second half,393,4,-1,0,no
56,white-collar,married,secondary,no,238,yes,no,cellular,19,second half,808,1,-1,0,no
38,white-collar,divorced,secondary,no,410,no,no,cellular,11,second half,63,6,-1,0,no
20,other,single,secondary,no,1191,no,no,cellular,12,first half,274,1,-1,0,no
59,other,married,primary,no,-47,yes,no,cellular,27,second half,84,4,-1,0,no
34,white-collar,married,tertiary,no,197,no,no,cellular,20,second half,78,3,-1,0,yes
53,white-collar,single,secondary,no,2398,yes,no,cellular,2,second half,317,1,180,2,yes
51,white-collar,married,tertiary,no,630,yes,no,cellular,5,first half,138,1,-1,0,no
58,other,married,secondary,no,235,no,no,cellular,27,second half,88,4,-1,0,no
56,white-collar,married,tertiary,no,3172,yes,no,cellular,5,first half,139,1,-1,0,no
51,blue-collar,married,primary,no,872,no,no,cellular,8,second half,82,2,-1,0,no
35,blue-collar,married,secondary,no,407,yes,no,cellular,20,first half,12,6,-1,0,no
40,white-collar,single,secondary,no,100,yes,no,cellular,11,second half,221,1,461,1,yes
44,white-collar,divorced,tertiary,no,2058,no,yes,cellular,21,second half,661,1,-1,0,no
49,other,married,primary,no,889,no,no,telephone,7,second half,388,1,-1,0,yes
35,white-collar,married,tertiary,no,0,yes,no,cellular,28,second half,151,7,-1,0,no
41,white-collar,married,tertiary,no,51,no,no,cellular,25,second half,140,8,-1,0,no
55,other,married,primary,no,150,no,no,cellular,8,second half,124,1,-1,0,no
51,white-collar,married,secondary,yes,34,no,yes,cellular,7,second half,200,1,-1,0,no
27,white-collar,single,secondary,no,795,no,no,cellular,6,first half,101,3,-1,0,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,second half,261,12,-1,0,no
51,white-collar,single,tertiary,no,2139,no,no,cellular,17,second half,176,2,-1,0,no
49,white-collar,married,secondary,no,197,yes,no,cellular,13,first half,223,1,182,2,yes
40,white-collar,single,tertiary,no,825,yes,no,cellular,20,first half,38,1,335,1,no
47,other,single,tertiary,no,3232,no,no,telephone,6,second half,541,1,204,3,no
47,white-collar,married,tertiary,no,871,no,no,cellular,22,second half,602,9,-1,0,no
56,white-collar,married,secondary,no,83,no,no,cellular,27,second half,26,11,-1,0,no
29,white-collar,single,tertiary,no,1445,no,no,cellular,26,first half,328,2,143,2,yes
32,white-collar,married,tertiary,no,-55,yes,no,cellular,26,second half,107,4,-1,0,no
30,blue-collar,married,primary,no,-336,no,no,cellular,10,second half,128,6,-1,0,no
35,white-collar,married,secondary,no,0,yes,no,cellular,9,second half,524,1,96,5,yes
35,white-collar,single,tertiary,no,44,no,no,cellular,7,second half,310,2,96,2,no
57,blue-collar,married,secondary,no,2887,no,no,cellular,21,second half,819,10,-1,0,yes
29,white-collar,single,secondary,no,1992,no,no,cellular,8,second half,202,1,87,2,no
45,white-collar,married,secondary,no,1415,yes,no,cellular,24,second half,311,1,-1,0,no
51,white-collar,single,tertiary,no,297,yes,no,cellular,15,first half,415,4,375,1,yes
37,white-collar,married,tertiary,no,347,yes,no,cellular,22,second half,282,1,-1,0,no
28,white-collar,single,tertiary,no,781,no,no,cellular,9,first half,125,6,-1,0,no
43,white-collar,married,secondary,no,17555,no,no,cellular,26,second half,14,14,-1,0,no
56,white-collar,married,tertiary,no,15520,no,no,cellular,18,second half,420,1,-1,0,no
32,white-collar,single,tertiary,no,13711,yes,no,cellular,14,first half,638,1,175,3,no
47,white-collar,married,tertiary,no,286,no,no,cellular,22,second half,557,7,-1,0,no
32,blue-collar,married,secondary,no,300,no,no,cellular,6,first half,166,2,-1,0,no
37,white-collar,single,secondary,no,1175,yes,no,cellular,15,first half,102,1,333,2,no
45,white-collar,married,secondary,no,1477,yes,no,cellular,8,second half,355,1,-1,0,no
54,white-collar,married,primary,no,8,yes,no,cellular,14,first half,143,1,-1,0,no
39,white-collar,divorced,secondary,no,399,yes,yes,cellular,14,second half,133,2,-1,0,no
34,white-collar,married,secondary,no,15,no,no,cellular,25,second half,184,7,-1,0,no
31,white-collar,single,secondary,no,125,no,no,cellular,22,second half,78,2,-1,0,no
38,white-collar,married,tertiary,no,45,no,no,cellular,22,second half,125,4,-1,0,no
31,white-collar,single,secondary,no,1987,yes,no,telephone,20,second half,55,2,-1,0,no
34,white-collar,married,secondary,no,857,yes,no,cellular,22,second half,238,6,-1,0,no
70,other,married,tertiary,no,15834,no,no,cellular,5,first half,172,3,186,1,no
31,white-collar,married,tertiary,no,6290,no,no,cellular,20,second half,303,2,-1,0,no
57,white-collar,married,secondary,no,808,no,no,cellular,14,second half,417,3,-1,0,no
28,blue-collar,married,secondary,no,373,yes,no,cellular,14,first half,10,9,344,1,no
44,white-collar,single,secondary,no,-101,yes,no,cellular,10,second half,99,1,-1,0,no
46,white-collar,married,tertiary,no,1375,yes,no,cellular,17,second half,308,3,-1,0,no
34,white-collar,married,tertiary,no,180,no,no,cellular,16,first half,298,3,-1,0,no
58,white-collar,married,secondary,no,175,no,no,cellular,12,second half,92,4,-1,0,no
52,white-collar,married,secondary,no,381,no,yes,cellular,25,second half,288,12,-1,0,no
27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,first half,130,1,323,1,no
48,white-collar,married,secondary,no,340,yes,no,cellular,28,first half,255,2,-1,0,no
33,white-collar,divorced,secondary,yes,10,yes,yes,cellular,18,second half,167,5,-1,0,no
46,white-collar,married,secondary,no,4958,yes,no,cellular,17,second half,64,3,150,5,no
31,white-collar,married,tertiary,no,156,no,no,cellular,13,second half,657,7,-1,0,yes
37,white-collar,single,secondary,no,781,no,no,cellular,20,second half,75,1,-1,0,no
60,white-collar,married,primary,no,0,no,no,telephone,23,second half,40,1,-1,0,no
40,white-collar,married,secondary,no,1819,no,no,cellular,5,first half,398,2,-1,0,no
50,white-collar,married,tertiary,no,4374,yes,no,cellular,21,second half,163,2,113,3,no
34,white-collar,married,secondary,no,456,yes,yes,cellular,28,second half,137,8,-1,0,no
36,white-collar,single,secondary,no,774,yes,no,cellular,3,first half,231,2,259,1,no
40,white-collar,divorced,secondary,no,-81,no,yes,cellular,23,second half,186,1,-1,0,no
37,blue-collar,married,primary,no,0,yes,no,cellular,6,first half,226,1,363,3,no
57,white-collar,married,tertiary,no,0,yes,no,cellular,21,second half,67,1,-1,0,no
46,white-collar,married,tertiary,no,-3,no,no,cellular,28,second half,205,2,-1,0,no
31,blue-collar,single,primary,no,2488,yes,no,cellular,20,first half,14,1,-1,0,no
39,white-collar,divorced,tertiary,yes,3,no,no,cellular,6,first half,488,1,-1,0,yes
32,blue-collar,married,primary,no,103,no,no,cellular,23,second half,312,1,-1,0,no
44,white-collar,divorced,secondary,no,316,yes,no,cellular,21,second half,163,3,-1,0,no
59,other,divorced,primary,no,7179,no,no,cellular,5,first half,150,1,-1,0,no
39,white-collar,married,secondary,no,247,yes,no,cellular,17,first half,244,2,-1,0,no
54,white-collar,married,tertiary,no,8295,no,no,cellular,5,first half,207,1,-1,0,yes
27,white-collar,single,secondary,no,261,yes,yes,cellular,18,first half,113,1,-1,0,no
51,white-collar,married,secondary,no,95,yes,no,cellular,23,second half,1309,4,-1,0,yes
33,white-collar,single,secondary,no,291,no,no,cellular,25,second half,72,6,-1,0,no
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,second half,551,1,183,1,no
54,white-collar,divorced,tertiary,no,1295,yes,no,cellular,21,second half,179,10,-1,0,no
33,blue-collar,married,primary,no,324,yes,no,cellular,13,first half,217,2,-1,0,no
34,white-collar,single,tertiary,no,2646,no,no,cellular,14,first half,142,1,-1,0,yes
41,white-collar,single,secondary,no,618,no,no,cellular,5,first half,1056,1,-1,0,no
48,white-collar,divorced,tertiary,no,541,yes,no,cellular,14,first half,72,1,363,2,no
32,blue-collar,married,secondary,no,0,yes,no,cellular,8,first half,80,2,-1,0,no
28,white-collar,single,secondary,no,290,yes,no,cellular,18,first half,128,1,-1,0,no
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,first half,412,1,169,1,yes
32,white-collar,single,secondary,no,45,yes,yes,cellular,14,first half,908,3,344,7,no
32,white-collar,married,secondary,no,923,yes,no,cellular,17,first half,819,4,-1,0,no
38,white-collar,married,tertiary,no,950,no,no,cellular,5,second half,210,2,-1,0,no
86,other,married,secondary,no,1503,no,no,telephone,18,first half,165,3,101,1,no
47,white-collar,married,secondary,no,65,no,no,cellular,28,second half,118,8,-1,0,no
42,white-collar,married,primary,no,-679,yes,yes,cellular,6,first half,159,1,343,2,no
44,white-collar,married,tertiary,no,773,no,yes,cellular,9,second half,618,1,-1,0,no
34,white-collar,divorced,secondary,no,991,yes,no,cellular,6,first half,89,1,344,1,no
34,white-collar,married,secondary,no,247,no,no,cellular,8,second half,401,2,-1,0,yes
53,blue-collar,married,primary,no,4143,no,no,cellular,15,second half,200,3,-1,0,no
30,blue-collar,single,secondary,no,180,no,no,cellular,14,second half,203,1,183,2,no
26,blue-collar,single,primary,no,-887,yes,no,cellular,18,first half,827,2,-1,0,yes
40,white-collar,married,tertiary,no,-495,no,yes,cellular,29,second half,303,2,-1,0,no
34,white-collar,single,secondary,no,440,yes,no,cellular,6,first half,445,2,345,2,no
32,blue-collar,single,secondary,no,135,yes,no,cellular,18,first half,232,2,-1,0,no
39,white-collar,married,secondary,no,-735,yes,no,cellular,30,first half,144,5,248,2,no
36,white-collar,married,tertiary,no,60,no,no,cellular,19,second half,209,2,-1,0,no
39,white-collar,divorced,secondary,no,902,yes,no,cellular,10,first half,691,2,180,5,yes
34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,second half,273,5,-1,0,no
42,white-collar,married,tertiary,no,1205,no,no,telephone,8,second half,376,2,-1,0,yes
46,white-collar,married,secondary,no,499,yes,no,cellular,31,second half,37,10,-1,0,no
32,white-collar,single,tertiary,no,656,yes,yes,cellular,20,first half,148,2,-1,0,no
27,white-collar,married,secondary,no,100,no,no,cellular,16,second half,57,2,-1,0,no
29,white-collar,single,secondary,no,192,no,no,cellular,30,first half,327,4,-1,0,no
35,white-collar,single,tertiary,no,0,no,no,cellular,29,second half,669,6,-1,0,no
49,white-collar,married,tertiary,no,87,no,no,cellular,29,first half,165,1,-1,0,no
58,white-collar,married,tertiary,no,3228,no,no,cellular,19,second half,58,2,-1,0,no
40,white-collar,single,tertiary,no,1361,no,no,cellular,29,first half,1473,1,-1,0,yes
34,white-collar,single,secondary,no,318,no,yes,cellular,25,second half,239,5,-1,0,no
60,other,married,secondary,no,197,no,no,cellular,7,second half,1386,1,-1,0,no
28,other,single,tertiary,no,0,no,no,cellular,28,second half,294,2,105,7,yes
46,white-collar,married,tertiary,no,273,yes,no,cellular,18,first half,910,2,184,4,yes
59,white-collar,divorced,tertiary,no,7813,yes,no,cellular,21,second half,75,1,-1,0,no
33,white-collar,married,tertiary,no,75,no,no,cellular,21,second half,204,4,-1,0,no
54,other,married,secondary,no,1139,yes,no,cellular,14,first half,155,1,177,7,no
54,blue-collar,married,secondary,no,0,no,no,telephone,16,first half,1366,1,150,1,no
48,other,married,primary,no,7195,no,no,cellular,21,second half,609,2,-1,0,yes
30,white-collar,single,tertiary,no,-477,no,yes,cellular,21,second half,1532,2,-1,0,yes
29,white-collar,single,tertiary,no,1026,no,no,cellular,12,second half,226,1,92,1,yes
51,white-collar,married,tertiary,no,3921,yes,no,cellular,5,first half,168,1,-1,0,no
53,other,married,primary,no,980,yes,no,cellular,3,second half,352,1,-1,0,yes
43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,second half,335,6,-1,0,no
34,white-collar,married,tertiary,no,2552,yes,yes,cellular,25,second half,74,1,-1,0,no
40,white-collar,married,tertiary,no,1729,yes,no,cellular,12,first half,85,1,-1,0,no
33,white-collar,single,secondary,no,-300,yes,yes,cellular,25,second half,184,1,-1,0,no
66,other,married,secondary,no,4785,no,no,cellular,13,second half,72,3,-1,0,no
33,white-collar,married,secondary,no,0,yes,no,telephone,22,second half,44,8,-1,0,no
31,white-collar,single,secondary,no,391,no,no,cellular,13,second half,336,2,-1,0,no
71,other,married,primary,no,4657,no,no,cellular,16,first half,93,5,-1,0,yes
22,other,single,primary,no,3472,no,no,cellular,20,second half,332,1,183,3,yes
46,other,single,tertiary,no,705,no,no,cellular,4,first half,398,1,-1,0,no
45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,first half,45,2,-1,0,no
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,first half,152,3,221,1,no
27,white-collar,single,secondary,no,489,yes,no,cellular,30,second half,356,4,-1,0,yes
37,white-collar,single,tertiary,no,695,no,no,cellular,28,first half,233,1,-1,0,no
45,white-collar,married,secondary,no,315,yes,no,cellular,30,first half,103,1,-1,0,no
27,other,single,secondary,no,213,no,no,cellular,27,first half,378,1,-1,0,yes
66,white-collar,married,tertiary,no,2169,no,no,cellular,7,second half,282,1,-1,0,no
48,blue-collar,married,secondary,no,333,yes,no,cellular,14,first half,24,6,-1,0,no
